CMDLINE /home/katherine.graham/.conda/envs/mcenv/bin/python3.10 main.py 1 --nobs 10000 -d uniform -o /scratch/user/katherine.graham/20220822_154716 --jobarray 3
MEM 0.019531 1661218262.2587
MEM 11.011719 1661218262.3591
MEM 21.035156 1661218262.4595
MEM 33.171875 1661218262.5599
MEM 43.035156 1661218262.6603
MEM 47.933594 1661218262.7605
MEM 49.316406 1661218262.8608
MEM 52.035156 1661218262.9610
MEM 55.121094 1661218263.0613
MEM 56.664062 1661218263.1616
MEM 57.437500 1661218263.2619
MEM 58.210938 1661218263.3621
MEM 59.167969 1661218263.4624
MEM 59.167969 1661218263.5627
MEM 62.773438 1661218263.6629
MEM 68.703125 1661218263.7631
MEM 85.402344 1661218263.8634
MEM 143.410156 1661218263.9637
MEM 207.863281 1661218264.0639
MEM 265.613281 1661218264.1641
MEM 322.074219 1661218264.2644
MEM 381.886719 1661218264.3647
MEM 441.699219 1661218264.4650
MEM 542.761719 1661218264.5653
MEM 655.425781 1661218264.6657
MEM 769.894531 1661218264.7659
MEM 868.378906 1661218264.8662
MEM 944.949219 1661218264.9665
MEM 1022.292969 1661218265.0667
MEM 1101.183594 1661218265.1669
MEM 1178.785156 1661218265.2672
MEM 840.179688 1661218265.3674
MEM 629.007812 1661218265.4677
MEM 543.550781 1661218265.5680
MEM 656.730469 1661218265.6682
MEM 770.425781 1661218265.7685
MEM 870.972656 1661218265.8688
MEM 950.636719 1661218265.9691
MEM 1026.949219 1661218266.0694
MEM 1119.761719 1661218266.1696
MEM 1210.769531 1661218266.2698
MEM 837.597656 1661218266.3701
MEM 519.582031 1661218266.4703
MEM 633.792969 1661218266.5707
MEM 748.519531 1661218266.6710
MEM 853.191406 1661218266.7713
MEM 930.792969 1661218266.8716
MEM 1011.230469 1661218266.9720
MEM 1088.832031 1661218267.0723
MEM 1169.527344 1661218267.1726
MEM 939.015625 1661218267.2729
MEM 723.949219 1661218267.3734
MEM 525.511719 1661218267.4738
MEM 637.660156 1661218267.5742
MEM 749.808594 1661218267.6745
MEM 854.738281 1661218267.7748
MEM 929.246094 1661218267.8750
MEM 1006.589844 1661218267.9753
MEM 1082.902344 1661218268.0756
MEM 1158.699219 1661218268.1760
MEM 1021.015625 1661218268.2765
MEM 837.597656 1661218268.3768
MEM 505.917969 1661218268.4771
MEM 619.613281 1661218268.5774
MEM 735.113281 1661218268.6778
MEM 846.488281 1661218268.7782
MEM 924.089844 1661218268.8785
MEM 1001.949219 1661218268.9787
MEM 1079.808594 1661218269.0790
MEM 1157.410156 1661218269.1794
MEM 1051.015625 1661218269.2796
MEM 837.597656 1661218269.3800
MEM 504.886719 1661218269.4803
MEM 618.324219 1661218269.5806
MEM 732.792969 1661218269.6809
MEM 843.394531 1661218269.7812
MEM 919.191406 1661218269.8815
MEM 995.503906 1661218269.9818
MEM 1075.167969 1661218270.0821
MEM 1150.707031 1661218270.1824
MEM 1125.015625 1661218270.2827
MEM 837.597656 1661218270.3830
MEM 494.316406 1661218270.4832
MEM 607.238281 1661218270.5835
MEM 722.738281 1661218270.6839
MEM 836.433594 1661218270.7842
MEM 913.519531 1661218270.8845
MEM 990.089844 1661218270.9848
MEM 1068.722656 1661218271.0850
MEM 1146.582031 1661218271.1853
MEM 1175.015625 1661218271.2856
MEM 837.597656 1661218271.3859
MEM 495.347656 1661218271.4862
MEM 609.300781 1661218271.5864
MEM 725.832031 1661218271.6868
MEM 839.785156 1661218271.7872
MEM 918.417969 1661218271.8876
MEM 997.824219 1661218271.9880
MEM 1076.972656 1661218272.0884
MEM 1156.894531 1661218272.1887
MEM 1029.015625 1661218272.2890
MEM 799.714844 1661218272.3893
MEM 521.902344 1661218272.4897
MEM 639.722656 1661218272.5901
MEM 756.511719 1661218272.6905
MEM 862.214844 1661218272.7908
MEM 940.589844 1661218272.8912
MEM 1020.253906 1661218272.9915
MEM 1100.691406 1661218273.0919
MEM 1177.777344 1661218273.1922
MEM 837.597656 1661218273.2927
MEM 648.183594 1661218273.3931
MEM 540.207031 1661218273.4934
MEM 654.933594 1661218273.5937
MEM 768.113281 1661218273.6940
MEM 867.886719 1661218273.7944
MEM 944.457031 1661218273.8947
MEM 1020.769531 1661218273.9950
MEM 1098.371094 1661218274.0953
MEM 1174.683594 1661218274.1956
MEM 878.085938 1661218274.2958
MEM 686.066406 1661218274.3962
MEM 531.183594 1661218274.4966
MEM 643.847656 1661218274.5970
MEM 758.058594 1661218274.6973
MEM 859.636719 1661218274.7978
MEM 937.496094 1661218274.8982
MEM 1013.035156 1661218274.9986
